address,company_logo,company_name,company_url,email_address,key_clients,lawyers,phone_number,practice_heads,website
Courrégé-Foreman    3 avenue Victor Hugo                    75116    France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17983.jpg?v=1580315488, Courrégé-Foreman ,,avocats@courrege-foreman.com,SAFRAN GROUP;AÉROPORTS DE PARIS;UBER;ALLIANZ GLOBAL AND CORPORATE SPECIALTY SE;GLOBAL AEROSPACE INC;LA REUNION AERIENNE;DIRECTION GENERALE DE L’AVIATION CIVILE;AXA Corporate Solutions;SAFRAN;TOTAL;AEROPORTS DE PARIS;UBER;DIRECTION GENERALE DE L’AVIATION CIVILE, Mauricia Courrégé;Mr Simon Foreman , 33 1 85 08 02 40,Mauricia Courrégé;Simon Foreman;Mauricia Courrégé;Simon Foreman,http://www.courrege-foreman.com
"Corus, Société d'avocats    14 RUE D'ANJOU        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16853.jpg?v=1580315479," Corus, Société d'avocats ",,corus@corus-avocats.com,,Mr Thierry Bernard, 33 1 42 66 58 57,,https://www.corus-avocats.com
"Cohen &amp; Gresser LLP    30, RUE LA BOÉTIE        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/53067.jpg?v=1580315537, Cohen & Gresser LLP ,,info@cohengresser.com,Exane Derivatives;Exane Derivatives;Alexis Kuperfis;Ackermans & van Haaren NV;Tordjmans family;Virginie Calmels;Grant Thornton;NSIA Banque en Cote D’Ivoire;Parkeon SAS;Mr. Matthieu Lambeaux;Coyote Conseil SAS & Christophe Dechavanne;Loewe;Tordjmans family;Ackermans & van Haaren NV;Manuchar;CS Groupe;Celeste Management;LVMH;Alfresco;Cisco;Paymium;Avril;Constellation Software;Groupe Les Echos;BNP Paribas Group and BNP Paribas Factor;Dalenys;Altares;Sync;Impala Group;Seiko France;Famille Perrin;Apple Tree Group;Owkin France;William Brad Pitt;UBS AG, Angéline Duffour; Muriel Goldberg-Darmon ; Guillaume Guérin; Loïc Henriot; Johannes Jonas ; Franck Le Mentec ; Héloïse Masson ; Anna Milleret-Godet ; Guillaume Seligmann , 33 1 53 53 45 01,Muriel Goldberg-Darmon;Muriel Goldberg-Darmon;Loïc Henriot;Loïc Henriot;Angéline Duffour;Loïc Henriot;Guillaume Seligmann ;Franck Le Mentec,http://www.cohengresser.com
Coblence Avocats    62 AVENUE MARCEAU        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10129.jpg?v=1580315445, Coblence Avocats ,,contact@coblence-avocats.com,Tereos;George V;Alcatel Submarine Networks;McDonald’s;Althea Healthcare Group;DHL;Icon;Allianz Vie;Mercedes Benz;Mizuho;Clear Channel;France Télévisions;Jungheinrich;France Médias Monde;Radio France;GAMNED;UNIGRAINS;OCP / Mc KESSON;SUET;GUERBET;LE BRONZE ALLOYS;CTS COMPUTER AND TELECOMMUNICATIONS;SYSTEMS;ANDLINGER;BAVARIA;STEINMANN MANAGMENT DEVELOPPMENT, Anne-Dominique Bousquet ; Alexandre Brugière ; Frédéric Coppinger ; Catherine Davico-Hoarau ; Ludovic Dorès ; Pierre-Antoine Dubecq ;Mrs Mélanie Erber ; Marion Fabre ; Chantal Giraud-van Gaver ; Laurent Guardelli ; Elisabeth Laherre ; Benjamin Magnet ; Alexandre Polak ; Martine Riou , 33 1 53 67 24 24,Chantal Giraud-van Gaver;Catherine Davico-Hoarau;Elisabeth Laherre;Laurent Guardelli;Martine Riou;Ludovic Dorès,https://www.coblence-avocats.com
CG LAW GUYOMARC'H    27 Bis Avenue Foch / 48 rue Paul Valery        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17455.jpg?v=, CG LAW GUYOMARC'H ,,contact@cglaw.fr,,, 33 1 71 19 74 32,,https://www.cglaw.fr/
Clifford Chance    1 RUE D'ASTORG        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/679.jpg?v=1580315547, Clifford Chance ,,info@cliffordchance.com,"French Ministry for Ecological and Inclusive Transition;EDF Renouvelables;Société du Grand Paris;Eiffage Concessions;Transdev;RATP;Antin Infrastructure Partners;Bolloré Energie;Mirova;The European Bank for Reconstruction and Development (EBRD);Association of Morrocan asset managers and investment funds) (ASFIM);Amundi AM;Samsung;European Investment Bank;Ardian Private Debt;Ares Capital;Barings;BlackRock;Capzanine;EQT Infrastructure III;LBPAM;SCOR Investment Partners SE;CDC (Caisse des dépôts et consignations);EIB;Ministry of Transport of Finance;BPI France;The European Bank for Reconstruction and Development;FIA Europe;LCH Clearnet S.A.;World Bank;3i;Apax Partners;Apollo;Ardian;Bridgepoint;DIF Infrastructure;Carlyle Group;CDC I Capital;Cinven;Clayton Dublier & Rice;KKR;InfraVia;Macquarie;Meridiam;Permira;Wendel;Airbus;AXA;Bouygues;Carrefour;EDF;Eiffage;L’Oréal;Pierre & Vacances;Ramsay Santé;SANEF;TOTAL;Vinci;Bank of America Merrill Lynch;Barclays;BTMU;Credit Suisse;Deutsche Bank;Goldman Sachs;HSBC;ING;IKB;JP Morgan;UniCredit;Rothschild;SMBC;BNP Paribas;Crédit Agricole;CACEIS;Natixis;Société Générale;BNP Paribas;Crédit Agricole CIB;Natixis;Société Générale;Goldman Sachs;Bank of China International Holdings Ltd;Citigroup;HSBC;J.P. Morgan;Morgan Stanley;National Bank of Abu Dhabi;Standard Chartered Bank;Accor Hotels;Carmila;Carrefour;Dassault Systèmes;Neopost;Unibail-Rodamco-Westfield;VINCI;Volvo;Thales;UMG Groupe VYV;Société du Grand Paris;The Government of Sultanate of Oman;CADES;BNP Paribas;Société Générale;Natixis;Crédit Agricole CIB;Goldman Sachs;CItibank;Morgan Stanley;J.P. Morgan;Deutsche Bank;HSBC;UBS;Barclays;Credit Suisse;ING;Vallourec;Unibail-Rodamco;Ubisoft;Europcar Mobility Group;Sopra Steria;Jackpotjoy;Accor;Veolia;Carmila;Arkema;Scor;Apax;Caisse de dépôt et placement du Québec;PrimaryBid;Airbus;AB Electrolux;Rexel;Ingram Micro;Teva Pharmaceuticals;Crédit Agricole;Natixis;My Money Bank;CIC;Credipar;EBRD;EIB;EIF;IFC/World Bank;Banco Santander;Deutsche Bank;Credit Suisse;Banque Internationale à Luxembourg;AXA;CNP Assurances;Carrefour;Constellium;Rexel;Elior;XPO;Ingram Micro;Ostrum Asset Management;Mirova;Kartesia;Montefiore;Meridiam;Primonial;Zencap Asset Management;Schroder;Carrefour;Airbus;Cinven;Apax;JP Morgan;SFR;Pfizer;Jacob Douwe Egberts (JDE);Royal Bank of Scotland;Europcar;AXA IM;Ligue de Football Professionnel;The Kooples;Cessna;Europcar;Kingspan;General Electric;Agence des Participations de l’Etat (APE);Airbus;Ariane Group;Arkema;BNP Paribas;Carrefour;Crédit Agricole/CACEIS;Crédit Mutuel;Engie;Europcar;Framatome;General Electric;Hearst;Ingram Micro;Ligue de Football Professionnel;Oracle;Plastic Omnium;Rexel;Shell;Tereos;Teva Pharmaceuticals Industries;Total;Bahrain Steel;Africa50 Infrastructure Fund;Bouygues;CDC Group Plc;Eiffage;EDF;ENGIE;ENEL;Meridiam;TOTAL;Agence Française de Développment (AFD);Africa Finance Corporation;African Development Bank (ADB);Asian Development Bank;Asian Infrastructure Investment Bank (AIIB);DEG;EBRD;EIB;FMO;IDA;IFC;Inter-American Development Bank;Inter-American Investment Corporation;MIGA;OeEB;OFID;OPIC;Proparco;The Emerging Africa Infrastructure Fund (EAIF);The Korean Development Bank;Bpifrance;Euler Hermes;K-sure;SACE;UK Export Finance;Auxifip;Barclays;CIC;HSBC;Macquarie;MUFG;Santander;Standard Chartered bank;Türkiye Garanti Bankasi A.Ş.;UniCredit;BNP Paribas;CACIB;Natixis;Société Générale;Fédération Française de Football;Ligue de Football Professionnel;Fédération Française de Tennis;Paris Gay Games 2018;African Development Bank (ADB);Asian Development Bank;Asian Infrastructure Investment Bank (AIIB);DEG;EBRD;EIB;FMO;IFC;Inter-American Development Bank;Inter-American Investment Corporation;MIGA;OeEB;OPIC;Proparco;The Emerging Africa Infrastructure Fund (EAIF);The Korea Development Bank;Agence Française de Développement (AFD);Africa Finance Corporation;Emerging Africa Infrastructure Fund;FMO;OFID;Ethiopian Electric Power;French Ministry of Ecology, Sustainable Development and Energy;Ministry of Water Irrigation and Energy, Government of the Federal Democratic Republic of Ethiopia;Bpifrance;Hermes;K-sure;SACE;UK Export Finance;BNP Paribas;CACIB;CDC;Natixis;Société Générale;Bouygues;EDF;Eiffage;ENGIE;Meridiam;Total;Vinci;Barclays;HSBC;Macquarie;Santander;Standard Chartered bank;Türkiye Garanti Bankasi A.Ş.;UniCredit;MUFG;AEW Ciloger;Allianz Real Estate;Amundi;Axa IM;Benson Elliott;Blackstone Real Estate;BNP Paribas REIM;CDC Investissement Immobilier;Colony NorthStar;Crédit Suisse Asset Management;DWS;Fortress;Gecina;GIC;HSBC REIM;Icade;Ivanhoé Cambridge;Klépierre;La Française REM;LaSalle Investment Management;Maple Knoll Capital;Partners Group;Patrizia;PGGM;Primonial REIM;Prologis;Scaprim;Schroders;Swiss Life REIM;Union Investment Real Estate;Westbrook;Airbus;ATR (Avions de Transport Régional G.I.E.);Airbus Helicopters;Airbus Defence & Space;Cessna Citation European Service Center;ArianeGroup;Engie;Insmed;Plastic Omnium;SMCP;Samsung Electronics France;Standard & Poor’s;Airbus;FXCM;Fortune Legend Ltd;Airbus;Pfizer;Zoetis;Teva;NovoNordisk;IPSEN;Ethics;Meda Pharma;Insmed;Sofinnova Partners;ArchiMed;Kurma Partners;Bpifrance Investissement;Intervascular;Abbott;Iscador;Klosterfrau Healthcare Group;BTG International Germany GmbH;Merck;Nicox;PTC Therapeutics;Dassault Systèmes;Stallergenes;Sandoz;Pyxus International;Ring Holding;LFB;Sanity Group;Innovative Surgery;Airbus Group;Axel Springer;Caisse des dépôts et consignations;Crédit Agricole;Eiffage;Engie;L’Oréal;Mondelēz;Plastic Omnium;Veolia;3i;Apax Partners;Ardian;Bridgepoint;Capzanine;Cinven;Goldman Sachs;Permira;SCOR Investment Partners SE;Wendel;AEW;Wendel;Rexel;Carlyle European Real Estate;AXA;Orion;QIA;EDF;Amundi;Accor;Altaréa Cogedim;Primonial;Ipsen;Swiss Life REIM;L’Oréal;Engie;PAI;Spie;The Government of Taiwan;Crédit Agricole;Bahrain Steel;WANZL;Von Roll;PayPal;Schaeffler;Hanon Systems Charleville;Visteon Corporation;Trèves;Pfizer;ALLLIA (GEBERIT);Visteon Electronics France;Beckman Coulter France;Fujifilm France", François Bonteil; Reinhard Dammann ; Anthony Giustini , 33 1 44 05 52 52,David Préat;Gauthier Martin;Frédérick Lacroix;Thierry Arachtingi;Daniel Zerbib;Nikolaï Eatwell;Alex Bafi;Cédric Burford;Jonathan Lewis;Alex Bafi;Aline Cardin;Thomas Baudesson;Charles-Henri Boeringer;Jonathan Lewis;Julien Rocherieux;Frédérick Lacroix;Thomas Baudesson;Diego de Lammerville;Thibaud d’Alès;David Tayar;Katrin Schallenberg;Anthony Giustini;Delphine Siino Courtin;Nikolaï Eatwell;Richard Tomlinson;Laurent Schoenstein;Daniel Zerbib;David Préat;Gauthier Martin;Jason Fry;Simon Greenberg;Yves Wehrli;Xavier Comaills;Anthony Giustini;Nikolaï Eatwell;Delphine Siino Courtin;Richard Tomlinson;Daniel Zerbib;David Préat;Gauthier Martin;François Bonteil;Alexandre Couturier;Fabrice Cohen;Dessislava Savova;Yves Wehrli;Dessislava Savova;Thomas Baudesson;Diego de Lammerville;Charles-Henri Boeringer;Thomas Baudesson;Charles-Henri Boeringer;Thomas Baudesson;David Tayar;Olivier Gaillard;Gaëlle Merlier;Fabrice Cohen;Gilles Lebreton;Marianne Pezant;Mathieu Rémy;Laurent Schoenstein;Thierry Schoen;Fabrice Cohen;Marianne Pezant;Eric Davoudet;Alexandre Lagarrigue;Jason Fry;Simon Greenberg;François Farmine;Delphine Caramalli;Reinhard Dammann,https://www.cliffordchance.com
CBR &amp; Associés    20 AVENUE DE L'OPERA        75001 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/12067.jpg?v=1580315454, CBR & Associés ,,Debeine@cbr-law.com,NEXTRADIO TV;MOLOTOV;SFR;TF1;LAGARDERE ACTIVE;ADIDAS;BRITISH AMERICAN TOBACCO;BACARDI MARTINI FRANCE;PRIMAGAZ;KAEFER WANNER;PROCTER & GAMBLE;SFR;TOTAL DIRECT ENERGIE;EUROVIA;TF1;EUROPCAR;ARAMIS;LAGARDERE ACTIVE;MSC CRUISES;GRUPPO CIMBALI;CLINIQUE SAINT JEAN L’ERMITAGE;SELAFA MJA represented by F. Lévy;SELAFA MJA represented by V. Leloup-Thomas;L’AMY SA;Suntec Industries France;Société Civile des Personnels des Publications de la Vie Catholique,, 33 1 53 65 70 00,Alain Barsikian;Michael Majster;Pierre-Olivier Chartier ;Judith Vuillez;Pierre-Olivier Chartier;Olivier Debeine,http://www.cbr-law.com
Carbonnier Lamaze Rasle    8 RUE BAYARD        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/20584.jpg?v=1580315492, Carbonnier Lamaze Rasle ,,ddebernis@carlara.com,ARTE FRANCE;ARTE GEIE;FRANCE MEDIAS MONDE;FRANCE TELEVISIONS;LC2 INTERNATIONAL;LC2 MEDIAS;LES EDITIONS JALOU;QUINTA COMMUNICATIONS;BAUDINTER,, 33 1 53 93 61 41,Michel Rasle ;Edouard de Lamaze,http://www.carlara.com
"Carakters    69, BOULEVARD MALESHERBES        75 008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/15009.jpg?v=1580315469, Carakters ,,cabinet@carakters.com,,Mr Xavier MARCHAND , 33 01 53 83 95 00,,http://www.carakters.com
Cabinet Neuer    26 AVENUE KLEBER        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14433.jpg?v=, Cabinet Neuer ,,contact@cabinetneuer.com,Brancusi estate;Picasso estate;Giacometti Foundation;Klein estate;Arman estate,, 33 1 45 02 15 00,Jean-Jacques Neuer,http://www.cabinetneuer.com
Candé Blanchard Ducamp    5 AVENUE MESSINE        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17451.jpg?v=1580315485, Candé Blanchard Ducamp ,,cabinet@cbdavocat.com,,, 33 1 84 16 75 35,Patrice de Candé;Julien Blanchard ;Claire Herissay-Ducamp.;Patrice de Candé;Julien Blanchard;Claire Herissay-Ducamp;Margaux Nègre-Carillon;Clarisse Tourneux;Anna Revidi;Patrice de Candé;Julien Blanchard;Claire Herissay-Ducamp;Margaux Nègre-Carillon;Clarisse Tourneux;Anna Revidi,http://www.cbdavocat.com
Cabinet Menasce Chiche    35 AVENUE D'EYLAU        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16936.jpg?v=1580315480, Cabinet Menasce Chiche ,,contact@avocat-affaires.com,, Dan HASSON ;Me Véronique MENASCE-CHICHE ; Charles MEYER , 33 1 47 27 11 11,,https://www.avocat-affaires.com
Cabinet Bouchara Avocats    17 RUE DU COLISEE        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/15715.jpg?v=, Cabinet Bouchara Avocats ,,vb@cabinetbouchara.com,"BA & SH;PAUL & JOE;LA FRANCAISE DES JEUX;IKKS GROUP (IKKS, ONE STEP, I CODE);WESTERN DIGITAL;KIDILIZ GROUP;ELEVEN PARIS;TECHNITOIT;ATTIJARIWAFA BANK;LES DEUX MAGOTS;VALEGE;NETBET;BA & SH;Paul & Joe;La Francais des Jeux;IKKS Group;Western Digital;Kidiliz Group;Eleven Paris;Technitoit;Attijariwafa Bank;Les Deux Magots;Valege;Netbet", Vanessa Bouchara, 33 1 42 25 42 30,,https://www.cabinetbouchara.com
brL Avocats    11 - 13 AVENUE DE FRIEDLAND        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17386.jpg?v=1601550475, brL Avocats ,,secretariat@brl-avocats.com,VINCI;GROUPE FNAC;CONFORAMA;GROUPE ACCOR;GROUPE ELSAN;GENERAL MILLS AND YOPLAIT;CERBA HEALTHCARE / CERBALLIANCE GROUP;SIGNIFY;AGCS (Allianz Group Corporate Specialty);KUEHNE NAGEL;NESTLE FRANCE;OGF;TECH DATA;TAKEDA;APERAM;LACOSTE;CALZEDONIA France;PARASHOP;GETRONICS;ZADIG & VOLTAIRE,, 33 1 48 88 50 50,Nicolas Czernichow,http://www.brl-avocats.fr
"Branche Masset &amp; Associés    10, AVENUE DE L'OPERA        75001 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17813.jpg?v=1592560622, Branche Masset & Associés ,,branchelawoffice@gmail.com,,Mr Jean-Michel Branche; Valérie Masset , 33 1 42 22 10 11,,http://www.branchemasset.fr
AyacheSalama    47 Avenue Hoche                    75008 Paris    France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/13597.jpg?v=1580315459, AyacheSalama ,,contact@ayachesalama.com,PREMIERE LIGUE;LIGUE NATIONALE DE RUGBY;FEDERATION FRANCAISE DE RUGBY;UCPR;PARIS SAINT GERMAIN;CLASSICO SPORTS;XL SPORT;LOUIS KAWAY TOUTIN;LIGUE NATIONALE DE BASKET;DAVID LUIZ;DEMBA BA;RAPHAEL VARANE;GAEL KAKUTA;LASSANA DIARRA;HOUSSEM AOUAR;PARIS VOLLEY;TOULOUSE FOOTBALL CLUB;FC LORIENT;GIRONDINS DE BORDEAUX;IDEMIA;Lagardère Active;Ceetrus;UGC;ICG (Intermediate Capital Group);Azulis Capital;Consolis;AUREL BGC;Groupe Soufflet;Eurotitrisation;Picard;Clarins;Galeries Lafayette;Caisse des Dépôts et Consignations (CDC);Concorde Finance;Tenergie;Intermediate Capital Group (ICG);GIE Notimo;Amplifon;Groupe La Dépêche du Midi (GLDM);Groupe All;Syndicat National de l’Edition (SNE);Laiterie Saint-Denis de l’Hôtel (LSDH);Vinci Autoroute;Lime;SOGARIS;Kapten;Monnaie de Paris;APEX 2100;CDC Habitat;Groupe Duval;Atelier Médicis;Weaving group;Groupe EDH;Grand Paris Aménagement;Eric Kayser;Vixtechnology;SEMAEST;Ministère de la transition écologique;CRH;Battiston-Violea;Eversheds Sutherland;Boltenko Law;Courcheland;Penningtons Manches Cooper, Caroline André-Hesse;Mr Bernard Ayache ;Mr David Ayache ;Mr Michel Ayache ;Mrs Sandrine Benaroya ;Mrs Linda Bessa ;Mrs Justine Coret ; Gwenaëlle De Kerviler;Mr Bruno Erard ; Frédéric Fuchs;Mrs Fleur Jourdan ;Mr Alain Levy ;Mr Jacques Messeca ;Mrs Marie Pouget ;Mr Denis Salama ;Mr Olivier Tordjman ;Mr Grégoire Zeitoun , 33 1 58 05 38 05,Jacques Messeca;Caroline André-Hesse;Justine Coret;Michel Ayache;Frédéric Fuchs;Fleur Jourdan;Bruno Erard;Jacques Messeca,https://www.ayachesalama.com
Bredin Prat    53 QUAI D'ORSAY        75007 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10088.jpg?v=1580315445, Bredin Prat ,,info@bredinprat.com,Airbnb;Areva / Orano;Bayer/Monsanto;Cerba Healthcare;Coty;Covea;Danone;Delfin;Domino’s Pizza;Euronext;Foncia;Ineos;Legrand;Philips;Rothschild & Co;Steelcase;Technicolor;Uber;Wendel;Bridgepoint;DS Smith;ENGIE;Equistone Partners Europe;Fincantieri;Iliad;Ineos;Latécoère;LVMH;Motorola Solutions;Promontoria (My Money Bank);Ramsay Générale de Santé;Saint-Gobain;Tata Steel;Uber;Zodiac Aerospace;Apple;beIN Sports;Coca-Cola;Danone;EDF;Johnson & Johnson;LVMH;Orange;Saint Gobain;Uber;Unilever;Axa;Crédit Mutuel;Eiffage;ENGIE;Iliad;Natixis;Ramsay Générale de Santé;Saint-Gobain;Technicolor;Ubisoft;Axa;BPCE;Carrefour;Covivio;Danone;Iliad;LVMH (Groupe Arnault);Microsoft;Mylan;Peugeot (PSA Group);Saint Gobain;ADEME;CCI Paris Île-de-France;COJO Paris 2024 (Organizing Committee for the Olympic Games of Paris 2024);Danone;Eiffage;Lagardère;Ørsted;PSA Group (Peugeot Citroën);RTE;Uber;Aegide Domitys;Alstom;Apax;Axa;Cojo 2024;Crédit Agricole;Equistone Partners Europe;Fnac Darty;Iliad;Ramsay Générale de Santé;Ubisoft;Agence des Participations de l’État;Air Liquide;Carrefour;Delachaux Group;Direct Energie;EDF;Investissements PSP;KKR;PSA Group;Ramsay Générale de Santé;Ubisoft;Amer Sports Corporation;Aviva;Delsey;DHL;Fradim;Jaccar Holding;Jennyfer;Keolis;Liberty Steel;Senior creditors of Fraikin;St Mamet;TDF;Apax France;Blackstone;Bridgepoint Capital;Carlyle;Dentressangle Initiatives;Eurazeo;Five Arrows;KKR;Tethys Invest;Wendel;Aegide Domitys;Ingenico Group;Ubisoft;UC Rusal;The Republic of Croatia;The Arab Republic of Egypt;The Lebanese Republic,Mr Yann Aguila ;Mr Suhaib Al Ali ;Ms Céline Allignol ;Ms Karine Angel ;Ms Julia Apostle ;Ms Anne-Sophie Arbide-Vignarte ;Mr Mathieu Arnault ;Mr Olivier Assant ;Mrs Elena Baxter ;Mr Calmann Bellity ;Ms Julia Benke ;Mr Philippe Beurier ;Ms Jenyfer Bianchi ;Mr Olivier Billard ;Mr Alexander Blackburn ;Ms Marine Blottiaux ;Ms Charlotte Bonsch ;Mr Florian Bouaziz ;Mr Yoann Boubacir ;Mr Nicolas Bouffier ;Mr Jean-Damien Boulanger ;Mr Pierre-Marie Boya ;Mr Jean-Denis Bredin ;Mr Jean-Daniel Bretzner ;Ms Charlotte Buxtorf ;Mr Hugues Calvet ;Mr Victor Camatta ;Ms Giulia Carbone ;Ms Clémence Carlier ;Ms Magali Carosso ;Mr Timur Celik ;Ms Douceline Chabord ;Mr Edouard Chaney ;Ms Jessica Chartier ;Mr Yohann Chevalier ;Ms Caroline Combes ; Jérôme Cordier;Ms Sophie Cornette de Saint Cyr ;Mr Barthélémy Courteault ; Raphaële Courtier;Mr Shane Daly ;Mr Samuel Daniau ; Sébastien De Monès;Mr Louis Christophe Delanoy ;Mr Jean-Benoît Demaret ;Mr Simon Dereix ;Mr Romain Dethomas ;Mr Eric Dezeuze ;Ms Aliénor Dony ;Ms Eve Duminy ;Mr Raphaël Dumontet ;Mr Pierre-Henri Durand ;Mr Patrick Dziewolski ;Ms Myriam Epelbaum ;Ms Laura Fadlallah ; Clémence Fallet;Ms Rochanak Farhadian ; Raëd Fathallah;Ms Léa Francis ;Mr Jean-Baptiste Frantz ;Mr Guillaume Froger ;Ms Laura Gabay ;Mr Cyril Gaillard ;Ms Zélie Gani-Fior ;Mr Maxime Garcia ;Mr Hugues Gascon ;Ms Emilie Gatineau ;Mr Julien Gayral ;Ms Marion Genova ;Ms Margaux Goetz-Nectoux ;Mr Louis Gosset ;Mr Damien Goutte ;Mr Pierre Goyat ;Mr Paul Guillemin ;Mr Geoffrey Gury ;Ms Clémentine Hébrard ;Ms Florence Haas ;Mr Arthur Helfer ; Pierre Honoré;Mr Martin Horion ;Mr Aurélien Jolly ;Ms Lora Jouault ;Ms Karin-Amelie Jouvensal ;Ms Anne Jussiaux ;Mr Benjamin Kanovitch ;Ms Nadira Kayouech ;Mr Alexandre Koenig ;Ms Veronika Korom ;Mr Sung-Hyuk Kwon ;Ms Pascale Lagesse ;Mr Simon Lange ;Mr Vincent Langenbach ;Ms Alice Latour ;Mr Nicolas Laurent ;Mr Antoine Le Bihan ;Ms Nathalie Legendre ;Mr Jean Leroy ;Mr Denis Liberatoscioli ;Ms Lucille Lopez ;Ms Chloé Méléard ;Ms Marion Méresse ;Ms Irene Madero ;Mr Jean-Florent Mandelbaum ;Ms Nolwenn Mandon ;Ms Béna Mara ;Ms Océane Margaron ;Ms Flora Marinho ;Mr Didier Martin ;Mr Emmanuel Masset ;Mr Alexandre Michel ;Ms Laura Montagnier ;Mrs Alice Mony Decroix ;Mr Franck Morhain ;Mr Simon Moysan ;Mr Alexandre Orts ;Mr José María Pérez ;Ms Françoise Panel ;Ms Mathilde Paquelier ;Mr Samuel Pariente ;Ms Aurélie Patrelle ;Mr Guillaume Pellegrin ;Ms Camille Petiau ;Ms Anaïs Pinton ;Mr Tim Portwood ;Mr Matthieu Pouchepadass ;Ms Valentine Pouyet ; Sébastien Prat;Mr Thomas Priolet ;Mr Olivier Puech ; Marie-Cécile Rameau;Ms Kathy Ribeiro Leite ;Mr Alexandre Ricat ;Mr Philippe Rios ;Mr Lionel Ripamonti ;Mr Gaël Rivière ;Ms Anne Robert ;Mr Pierre-Marie Roch ;Mrs Kate Romain ;Ms Juliette Roquette ;Mr Yves Rutschmann ;Mr Olivier Saba ;Mr Robert Saint-Esteben ;Mr Julien Sanciet ;Mr Richard Schepard ;Ms Isabelle Schmitt ;Ms Alexandra Schoen ;Mr Jean Senard ;Mr Edouard Sicot ;Ms Mathilde Sigel ;Mr Adrien Simon ;Ms Morgane Sirodot ;Mr Adrien Soumagne ;Ms Karine Sultan ;Ms Aude Sybillin ;Ms Lilia Tissegtelt ; Laetitia Tombarello;Ms Yelena Trifounovitch ;Mr Guillaume Vatin ;Mr Tom Vauthier ;Mr Florent Veillerobe ;Mr Romain Verzini ;Ms Jing Wei ;Ms Marina Weiss ;Ms Dingyi Yu ;Mr Hadrien de Lauriston ;Ms Victoire de Ménonville , 33 1 44 35 35 35,Jean-Daniel Bretzner;Florian Bouaziz;Sébastien Prat;Guillaume Pellegrin;Ève Duminy;Sébastien Prat;Eric Dezeuze;Didier Martin;Jean-Daniel Bretzner;Guillaume Pellegrin;Eric Dezeuze;Pascale Lagesse;Hugues Calvet;Olivier Billard;Marie-Cécile Rameau;Yelena Trifounovitch;Pierre Honoré;Olivier Assant;Sophie Cornette de Saint Cyr;Patrick Dziewolski;Clémence Fallet;Florence Haas;Benjamin Kanovitch;Matthieu Pouchepadass;Sébastien Prat;Kate Romain;Yves Rutschmann;Yann Aguila;Raphaële Courtier;Olivier Saba;Nicolas Laurent;Olivier Puech;Raphaële Courtier;Louis-Christophe Delanoy;Raëd Fathallah;José María Pérez;Tim Portwood,http://www.bredinprat.com
